slope,S.L.OW1.P
sale,S.EY1.L
stranction,S.T.R.AE1.N.K.SH.AH0.N
sewing_machine,S.OW1.IH0.NG.M.AH0.SH.IY1.N
strawberries,S.T.R.AO1.B.EH2.R.IY0.Z
sunset,S.AH1.N.S.EH2.T
subsequent,S.AH1.B.S.AH0.K.W.AH0.N.T
skunk,S.K.AH1.NG.K
salt,S.AO1.L.T
scream,S.K.R.IY1.M
seam,S.IY1.M
shop,SH.AA1.P
saying,S.EY1.IH0.NG
sanctuary,S.AE1.NG.K.CH.UW0.EH2.R.IY0
shot,SH.AA1.T
somewhat,S.AH2.M.W.AH1.T
stunned,S.T.AH1.N.D
show,SH.OW1
seclude,S.AH0.K.L.UW1.D
spire,S.P.AY1.R
stove,S.T.OW1.V
sage,S.EY1.JH
solicitude,S.AH0.L.IH1.S.IH0.T.UW2.D
session,S.EH1.SH.AH0.N
seaweed,S.IY1.W.IY2.D
scarce,S.K.EH1.R.S
shibboleth,SH.IH1.B.AH0.L.EH2.TH
shoes,SH.UW1.Z
slot,S.L.AA1.T
slow,S.L.OW1
slop,S.L.AA1.P
spite,S.P.AY1.T
scooter,S.K.UW1.T.ER0
scorpion,S.K.AO1.R.P.IY0.AH0.N
should,SH.UH1.D
suberate,S.UW1.B.ER0.EH0.T
satan,S.EY1.T.AH0.N
sanitize,S.AE1.N.IH0.T.AY2.Z
slob,S.L.AA1.B
sierra,S.IY0.EH1.R.AH0
suspect,S.AH1.S.P.EH2.K.T
sea_lion,S.IY1.L.AY1.AH0.N
swing,S.W.IH1.NG
silt,S.IH1.L.T
starch,S.T.AA1.R.CH
spurious,S.P.ER1.IY0.AH0.S
secular,S.EH1.K.Y.AH0.L.ER0
samuel,S.AE1.M.Y.UW0.L
stop,S.T.AA1.P
stripes,S.T.R.AY1.P.S
sickle,S.IH1.K.AH0.L
semi-conscious,S.IH1.M.IY0.K.AA2.N.CH.UH0.S
swamps,S.W.AO1.M.P.S
watermelon,W.AO1.T.ER0.M.EH2.L.AH0.N
strum,S.T.R.AH1.M
syntax,S.IH1.N.T.AE2.K.S
sassy,S.AE1.S.IY0
saturn,S.AE1.T.ER0.N
sill,S.IH1.L
syllogism,S.IH2.L.AH0.JH.IH1.Z.AH0.M
silo,S.AY1.L.OW0
sideway,S.AY1.D.W.EY0
synapse,S.IH1.AE0.P.S
Sinclair,S.IH0.NG.K.L.EY1.ER0
sleeve,S.L.IY1.V
semi_-_annual,S.IH1.M.IY0.AE1.N.Y.UW0.AH0.L
shy,SH.AY1
seldom,S.EH1.L.D.AH0.M
saliva,S.AH0.L.AY1.V.AH0
shape,SH.EY1.P
summary,S.AH1.M.ER0.IY0
softly,S.AO1.F.L.IY0
she,SH.IY1
steal,S.T.IY1.L
steam,S.T.IY1.M
secretary,S.EH1.K.R.AH0.T.EH2.R.IY0
sew,S.OW1
seventeen,S.EH2.V.AH0.N.T.IY1.N
set,S.EH1.T
signify,S.IH1.G.N.AH0.F.AY2
surpass,S.ER0.P.AE1.S
super,S.UW1.P.ER0
seabass,S.IY1.B.AE0.S
seas,S.IY1.Z
sear,S.IH1.R
station,S.T.EY1.SH.AH0.N
signs,S.AY1.N.Z
seat,S.IY1.T
see,S.IY1
sea,S.IY1
seal,S.IY1.L
sen,S.EH1.N.AH0.T.ER0
sport,S.P.AO1.R.T
slam,S.L.AE1.M
sameness,S.EY1.M.N.AH0.S
success,S.AH0.K.S.EH1.S
said,S.EH1.D
sombrero,S.AA2.M.B.R.EH1.R.OW0
scrap,S.K.R.AE1.P
sail,S.EY1.L
slander,S.L.AE1.N.D.ER0
superb,S.UH2.P.ER1.B
spinach,S.P.IH1.N.AH0.CH
state,S.T.EY1.T
score,S.K.AO1.R
skyscraper,S.K.AY1.S.K.R.EY2.P.ER0
sable,S.EY1.B.AH0.L
scram,S.K.R.AE1.M
satiety,S.AH0.T.AY1.AH0.T.IY0
stalk,S.T.AO1.K
sabotage,S.AE1.B.AH0.T.AA2.ZH
slingshot,S.L.IH1.NG.SH.AA2.T
speed,S.P.IY1.D
satiate,S.EH1.SH.IH0.EH0.T
solo,S.OW1.L.OW0
swift,S.W.IH1.F.T
cauliflower,K.AA1.L.AH0.F.L.AW2.ER0
splurge,S.P.L.ER1.JH
silicone,S.IH1.L.AH0.K.OW2.N
screen,S.K.R.IY1.N
stepmom,S.T.EH1.P.M.AA1.M
superficial,S.UW2.P.ER0.F.IH1.SH.AH0.L
souvenir,S.UW2.V.AH0.N.IH1.R
spray,S.P.R.EY1
succeed,S.AH0.K.S.IY1.D
scuttle,S.K.AH1.T.AH0.L
spoil,S.P.OY1.L
semi-annual,S.IH1.M.IY0.AE1.N.Y.UW0.AH0.L
sassafras,S.AE1.S.AH0.F.R.AE2.S
sunburnt,S.AH1.N.B.ER0.N.T
sonorous,S.AA1.N.ER0.AH0.S
syllabus,S.IH1.L.AH0.B.AH0.S
Snapple,S.N.AE1.P.AH0.L
shingle,SH.IH1.NG.G.AH0.L
space,S.P.EY1.S
succotash,S.AH1.K.OW0.T.AE0.SH
sensitive,S.EH1.N.S.IH0.T.IH0.V
spatter,S.P.AE1.T.ER0
sublime,S.AH0.B.L.AY1.M
sketch,S.K.EH1.CH
stent,S.T.EH1.N.T
section,S.EH1.K.SH.AH0.N
swallow,S.W.AO1.L.OW0
santa_claus,S.AE1.N.AH0.K.L.AO1.Z
safely,S.EY1.F.L.IY0
secrete,S.IH0.K.R.IY1.T
suggest,S.AH0.G.JH.EH1.S.T
stretcher,S.T.R.EH1.CH.ER0
spear,S.P.IH1.R
supply,S.AH0.P.L.AY1
simple,S.IH1.M.P.AH0.L
selenium,S.AH0.L.IY1.N.IY0.AH0.M
stuck,S.T.AH1.K
smother,S.M.AH1.DH.ER0
seizure,S.IY1.ZH.ER0
satisfaction,S.AE2.T.IH0.S.F.AE1.K.SH.AH0.N
scallop,S.K.AE1.L.AH0.P
slain,S.L.EY1.N
simply,S.IH1.M.P.L.IY0
shutdown,SH.AH1.T.D.AW2.N
sing,S.IH1.NG
subtle,S.AH1.T.AH0.L
sammy,S.AE1.M.IY0
supple,S.AH1.P.AH0.L
styroy,S.T.AY1.R.OY0
speak,S.P.IY1.K
sensible,S.EH1.N.S.AH0.B.AH0.L
swashbuckling,S.W.AA1.SH.B.AH2.K.L.IH0.NG
strong,S.T.R.AO1.NG
stamp,S.T.AE1.M.P
seashell,S.IY1.SH.EH2.L
satire,S.AE1.T.AY2.ER0
strategy,S.T.R.AE1.T.AH0.JH.IY0
submarine,S.AH2.B.M.ER0.IY1.N
secret,S.IY1.K.R.IH0.T
suffocate,S.AH1.F.AH0.K.EY2.T
sweeping,S.W.IY1.P.IH0.NG
sucks,S.AH1.K.S
spa,S.P.AA1
stud,S.T.AH1.D
senses,S.EH1.N.S.IH0.Z
squirrel,S.K.W.ER1.AH0.L
spit,S.P.IH1.T
stifle,S.T.AY1.F.AH0.L
sunshine,S.AH1.N.SH.AY2.N
squash,S.K.W.AA1.SH
sort,S.AO1.R.T
savory,S.EY1.V.ER0.IY0
substance,S.AH1.B.S.T.AH0.N.S
systematic,S.IH2.S.T.AH0.M.AE1.T.IH0.K
surreptitious,S.ER2.AH0.P.T.IH1.SH.AH0.S
spin,S.P.IH1.N
spirit,S.P.IH1.R.IH0.T
sound,S.AW1.N.D
shaft,SH.AE1.F.T
stolen,S.T.OW1.L.AH0.N
slosh,S.L.AA1.SH
sanctify,S.AE1.NG.K.T.AH0.F.AY2
solid,S.AA1.L.AH0.D
slumber,S.L.AH1.M.B.ER0
straight,S.T.R.EY1.T
air,EH1.R
sesame,S.EH1.S.AH0.M.IY0
sleeze,S.L.IY1.Z
sibilant,S.IH1.B.AH0.L.AH0.N.T
slippery,S.L.IH1.P.ER0.IY0
shear,SH.IH1.R
shift,SH.IH1.F.T
situation,S.IH2.CH.UW0.EY1.SH.AH0.N
smoky,S.M.OW1.K.IY0
seven,S.EH1.V.AH0.N
suds,S.AH1.D.Z
sonic,S.AA1.N.IH0.K
sawdust,S.AO1.D.AH2.S.T
soil,S.OY1.L
sincere,S.IH0.N.S.IH1.R
Shanghai,SH.AE1.NG.HH.AY0
sorrel,S.AO1.R.AH0.L
site,S.AY1.T
sting,S.T.IH1.NG
sleeping,S.L.IY1.P.IH0.NG
shame,SH.EY1.M
someone,S.AH1.M.W.AH2.N
stye,S.T.AY1
stint,S.T.IH1.N.T
sever,S.EH1.V.ER0
salacious,S.AH0.L.EY1.SH.AH0.S
saline,S.AH0.L.IY1.N
funny,F.AH1.N.IY0
sweep,S.W.IY1.P
shirt,SH.ER1.T
surrey,S.ER1.IY0
seek,S.IY1.K
stunk,S.T.AH1.NG.K
surk,S.ER1.K
same,S.EY1.M
subliminal,S.AH0.B.L.IH1.M.IH0.N.AH0.L
squiggle,S.K.W.IH1.G.AH0.L
speech,S.P.IY1.CH
sheltered,SH.EH1.L.T.ER0.D
subcutaneous,S.AH0.B.K.Y.UW0.T.EH1.N.IY0.UH0.S
scapula,S.K.AE1.P.Y.UW0.L.AH0
samson,S.AE1.M.S.AH0.N
shirk,SH.ER1.K
several,S.EH1.V.ER0.AH0.L
salamander,S.AE2.L.AH0.M.AE1.N.D.ER0
sliver,S.L.IH1.V.ER0
succulent,S.AH1.K.Y.AH0.L.IH0.N.T
satellite,S.AE1.T.AH0.L.AY2.T
spell,S.P.EH1.L
slave,S.L.EY1.V
snail,S.N.EY1.L
solipsistic,S.OW0.L.IH1.P.S.IH2.S.T.IH0.K
swordfish,S.AO1.R.D.F.IH2.SH
swell,S.W.EH1.L
cigar,S.IH0.G.AA1.R
sauna,S.AO1.N.AH0
cucumber,K.Y.UW1.K.AH0.M.B.ER0
sarcastic,S.AA2.R.K.AE1.S.T.IH0.K
statue,S.T.AE1.CH.UW2
supper,S.AH1.P.ER0
aggregate,AE1.G.R.AH0.G.EY2.T
strategic,S.T.R.AH0.T.IY1.JH.IH0.K
suffix,S.AH1.F.IH0.K.S
sunrise,S.AH1.N.R.AY2.Z
squatter,S.K.W.AA1.T.ER0
scarcely,S.K.EH1.R.S.L.IY0
shortly,SH.AO1.R.T.L.IY0
settled,S.EH1.T.AH0.L.D
sanctimonious,S.AE2.NG.K.T.AH0.M.OW1.N.IY0.AH0.S
subtotal,S.AH0.B.T.OW1.T.AH0.L
sinkhole,S.IH1.NG.K.HH.OW2.L
scissor,S.IH1.Z.ER0
severe,S.AH0.V.IH1.R
solve,S.AA1.L.V
subpoena,S.AH0.P.IY1.N.AH0
savvy,S.AE1.V.IY0
symphonic,S.IH0.M.F.AA1.N.IH0.K
sensing,S.EH1.N.S.IH0.NG
spend,S.P.EH1.N.D
stem,S.T.EH1.M
seasonal,S.IY1.Z.AH0.N.AH0.L
summer,S.AH1.M.ER0
stout,S.T.AW1.T
sentence,S.EH1.N.T.AH0.N.S
savannah,S.AH0.V.AE1.N.AH0
storage,S.T.AO1.R.IH0.JH
slime,S.L.AY1.M
salve,S.AA1.V
aroma,ER0.OW1.M.AH0
segregate,S.EH1.G.R.AH0.G.EY2.T
slimy,S.L.AY1.M.IY0
Sunday,S.AH1.N.D.EY0
salivary,S.AE1.L.AH0.V.ER0.IY0
slugger,S.L.AH1.G.ER0
satin,S.AE1.T.AH0.N
snare,S.N.EH1.R
secure,S.IH0.K.Y.UH1.R
stairways,S.T.EH1.R.W.EY2.Z
sandal,S.AE1.N.D.AH0.L
syncope,S.IH1.NG.K.OW0.P.IY0
Samantha,S.AH0.M.AE1.N.TH.AH0
shriner,SH.R.AY1.N.ER0
slices,S.L.AY1.S.IH0.Z
cemetery,S.EH1.M.IH0.T.EH2.R.IY0
source,S.AO1.R.S
shout,SH.AW1.T
shrine,SH.R.AY1.N
stool,S.T.UW1.L
sampler,S.AE1.M.P.L.ER0
save,S.EY1.V
ski,S.K.IY1
smart,S.M.AA1.R.T
swim,S.W.IH1.M
shoulder,SH.OW1.L.D.ER0
soliloquy,S.AH0.L.IH1.L.AH0.K.W.IY0
sapped,S.AE1.P.T
spectacular,S.P.EH2.K.T.AE1.K.Y.AH0.L.ER0
shearer,SH.IY1.R.ER0
sleeper,S.L.IY1.P.ER0
sump,S.AH1.M.P
spoof,S.P.UW1.F
spank,S.P.AE1.NG.K
sorority,S.ER0.AO1.R.AH0.T.IY0
stunt,S.T.AH1.N.T
shadow,SH.AE1.D.OW0
specie,S.P.IY1.SH.IY0
sensational,S.EH2.N.S.EY1.SH.AH0.N.AH0.L
summit,S.AH1.M.IH0.T
stuff,S.T.AH1.F
snore,S.N.AO1.R
semi,S.EH1.M.AY2
onion,AH1.N.Y.AH0.N
sofa,S.OW1.F.AH0
signal,S.IH1.G.N.AH0.L
seaside,S.IY1.S.AY2.D
snowboard,S.N.OW1.B.AO2.R.D
server,S.ER1.V.ER0
sanity,S.AE1.N.AH0.T.IY0
sissy,S.IH1.S.IY0
snort,S.N.AO1.R.T
scape,S.K.EY1.P
sleigh,S.L.EY1
security,S.IH0.K.Y.UH1.R.AH0.T.IY0
starvation,S.T.AA2.R.V.EY1.SH.AH0.N
soft,S.AO1.F.T
suddenly,S.AH1.D.AH0.N.L.IY0
sharp,SH.AA1.R.P
satisfactory,S.AE2.T.IH0.S.F.AE1.K.T.ER0.IY0
sequence,S.IY1.K.W.AH0.N.S
senate,S.EH1.N.IH0.T
spring,S.P.R.IH1.NG
some,S.AH1.M
somehow,S.AH1.M.HH.AW2
sure,SH.UH1.R
sight,S.AY1.T
statistic,S.T.AH0.T.IH1.S.T.IH0.K
supportive,S.AH0.P.AO1.R.T.IH0.V
stink_bomb,S.T.IH1.NG.K.B.AO1.M
saucer,S.AO1.S.ER0
snuggly,S.N.AH1.G.L.IY0
shutter,SH.AH1.T.ER0
scale,S.K.EY1.L
shrub,SH.R.AH1.B
Singapore,S.IH1.NG.G.AH0.P.OW0.ER0
symbiotic,S.IH2.M.B.IY0.AA1.T.IH0.K
slick,S.L.IH1.K
shone,SH.OW1.N
sustain,S.AH0.S.T.EY1.N
slash,S.L.AE1.SH
sturdy,S.T.ER1.D.IY0
someway,S.AH1.M.W.EY0
solemn,S.AA1.L.AH0.M
situate,S.IH1.CH.UW0.EY2.T
symbol,S.IH1.M.B.AH0.L
stairway,S.T.EH1.R.W.EY2
sympathetic,S.IH2.M.P.AH0.TH.EH1.T.IH0.K
pepper,P.EH1.P.ER0
scientific,S.AY2.AH0.N.T.IH1.F.IH0.K
slight,S.L.AY1.T
sixth,S.IH1.K.S.TH
statistician,S.T.AE2.T.AH0.S.T.IH1.SH.AH0.N
snapper,S.N.AE1.P.ER0
siphon,S.AY1.F.AH0.N
seafish,S.IY1.F.IH1.SH
squeamish,S.K.W.IY1.M.IH0.SH
sift,S.IH1.F.T
seance,S.EY1.AA2.N.S
stew,S.T.UW1
sixty,S.IH1.K.S.T.IY0
stay,S.T.EY1
sesquipedalian,S.EH1.S.K.W.IH0.P.AH0.D.EH2.L.Y.AH0.N
shuck,SH.AH1.K
stage,S.T.EY1.JH
shine,SH.AY1.N
sister,S.IH1.S.T.ER0
slither,S.L.IH1.DH.ER0
scepter,S.EH1.P.T.ER0
saddle,S.AE1.D.AH0.L
stationary,S.T.EY1.SH.AH0.N.EH2.R.IY0
plum,P.L.AH1.M
sinister,S.IH1.N.IH0.S.T.ER0
sacrament,S.AE1.K.R.AH0.M.AH0.N.T
slender,S.L.EH1.N.D.ER0
shrimp,SH.R.IH1.M.P
senile,S.IY1.N.AY2.L
stow,S.T.OW1
solidify,S.AH0.L.IH1.D.AH0.F.AY2
sadistic,S.AH0.D.IH1.S.T.IH0.K
stank,S.T.AE1.NG.K
shiny,SH.AY1.N.IY0
silence,S.AY1.L.AH0.N.S
software,S.AO1.F.W.EH2.R
seeing,S.IY1.IH0.NG
sob,S.AA1.B
sushi,S.UW1.SH.IY0
skates,S.K.EY1.T.S
shed,SH.EH1.D
socks,S.AA1.K.S
servers,S.ER1.V.ER0.Z
swan,S.W.AO1.N
smelly,S.M.EH1.L.IY0
sot,S.AO1.T
sow,S.OW1
stoke,S.T.OW1.K
soy,S.OY1
skillet,S.K.IH1.L.AH0.T
soon,S.UW1.N
stumble,S.T.AH1.M.B.AH0.L
stretch,S.T.R.EH1.CH
stare,S.T.EH1.R
surround,S.ER0.AW1.N.D
soothe,S.UW1.DH
statistics,S.T.AH0.T.IH1.S.T.IH0.K.S
sabre,S.EY1.B.ER0
symptom,S.IH1.M.P.T.AH0.M
shells,SH.EH1.L.Z
sally,S.AE1.L.IY0
altitude,AE1.L.T.AH0.T.UW2.D
support,S.AH0.P.AO1.R.T
sock,S.AA1.K
sovereign,S.AA1.V.R.AH0.N
stark,S.T.AA1.R.K
strip,S.T.R.IH1.P
start,S.T.AA1.R.T
stealth,S.T.EH1.L.TH
splash,S.P.L.AE1.SH
synopticon,S.IH0.N.AA1.P.T.IH0.K.AA0.N
structure,S.T.R.AH1.K.CH.ER0
stars,S.T.AA1.R.Z
suit,S.UW1.T
strict,S.T.R.IH1.K.T
somersault,S.AH1.M.ER0.S.AO2.L.T
speculate,S.P.EH1.K.Y.AH0.L.EY2.T
sizzle,S.IH1.Z.AH0.L
slough,S.L.AH1.F
sequel,S.IY1.K.W.AH0.L
stereo,S.T.EH1.R.IY0.OW0
sophisticated,S.AH0.F.IH1.S.T.IH0.K.EY2.T.AH0.D
spam,S.P.AE1.M
soprano,S.AH0.P.R.AE1.N.OW0
surrender,S.ER0.EH1.N.D.ER0
spice,S.P.AY1.S
somnambulent,S.AA0.M.N.AE1.M.B.Y.UW0.L.AH0.N.T
skull,S.K.AH1.L
apricot,EY1.P.R.AH0.K.AA2.T
spleen,S.P.L.IY1.N
smooth,S.M.UW1.DH
stump,S.T.AH1.M.P
strawberry,S.T.R.AO1.B.EH2.R.IY0
sadness,S.AE1.D.N.AH0.S
sapphire,S.AE1.F.AY2.ER0
sum,S.AH1.M
sleazy,S.L.IY1.Z.IY0
sweet,S.W.IY1.T
similar,S.IH1.M.AH0.L.ER0
svengali,S.V.EH0.N.G.AA1.L.IY0
skating,S.K.EY1.T.IH0.NG
sealant,S.IY1.L.AH0.N.T
supreme,S.ER0.P.R.IY1.M
sometimes,S.AH1.M.T.AY2.M.Z
shin,SH.IH1.N
sambar,S.AH1.M.B.AA0.R
sweetheart,S.W.IY1.T.HH.AA2.R.T
sticky,S.T.IH1.K.IY0
safety_net,S.EY1.F.T.IY0.N.EH1.T
sibling,S.IH1.B.L.IH0.NG
single,S.IH1.NG.G.AH0.L
sheepish,SH.IY1.P.IH0.SH
seethe,S.IY1.DH
somewhile,S.AH1.M.W.AY0.L
Sierra,S.IY0.EH1.R.AH0
ship,SH.IH1.P
shiner,SH.AY1.N.ER0
sympathy,S.IH1.M.P.AH0.TH.IY0
shit,SH.IH1.T
surmise,S.ER0.M.AY1.Z
sandalwood,S.AE1.N.D.AH0.L.W.UH0.D
selfish,S.EH1.L.F.IH0.SH
sullen,S.AH1.L.AH0.N
peach,P.IY1.CH
swamp,S.W.AO1.M.P
stake,S.T.EY1.K
sanguine,S.AE1.NG.G.W.IH0.N
saffron,S.AE1.F.R.AH0.N
slew,S.L.UW1
stubborn,S.T.AH1.B.ER0.N
surreal,S.ER0.IY1.L
setting,S.EH1.T.IH0.NG
special,S.P.EH1.SH.AH0.L
sick,S.IH1.K
swirl,S.W.ER1.L
sea_breeze,S.IY1.B.R.IY1.Z
smell,S.M.EH1.L
shrink,SH.R.IH1.NG.K
sorcerer,S.AO1.R.S.ER0.ER0
shazaam,SH.AH0.Z.AE1.M
scapegoat,S.K.EY1.P.G.OW2.T
semblance,S.EH1.M.B.L.AH0.N.S
star,S.T.AA1.R
sling,S.L.IH1.NG
separate,S.EH1.P.ER0.EY2.T
slink,S.L.IH1.NG.K
slant,S.L.AE1.N.T
sieze,S.IY1.Z
sensuous,S.EH1.N.CH.UW0.AH0.S
slice,S.L.AY1.S
stab,S.T.AE1.B
snooze,S.N.UW1.Z
scintillate,S.IH1.N.T.IH0.L.EH0.T
seismic,S.AY1.Z.M.IH0.K
stocks,S.T.AA1.K.S
sneeze,S.N.IY1.Z
slang,S.L.AE1.NG
squeal,S.K.W.IY1.L
sardine,S.AA2.R.D.IY1.N
semi_-_conscious,S.IH1.M.IY0.K.AA1.N.CH.UH0.S
potato,P.AH0.T.EY1.T.OW0
sacks,S.AE1.K.S
sobbing,S.AA1.B.IH0.NG
sedative,S.EH1.D.AH0.T.IH0.V
sash,S.AE1.SH
Sunderland,S.AH1.N.D.ER0.L.AH0.N.D
sewer,S.UW1.ER0
spade,S.P.EY1.D
serious,S.IH1.R.IY0.AH0.S
starting,S.T.AA1.R.T.IH0.NG
scroll,S.K.R.OW1.L
stick,S.T.IH1.K
